Property type,Rooms,Floor,Furnished,Balcony,Available from,Monthly net rent,Utilities,Deposit,Prepaid rent,Move-in price,Creation Date,district
Room,1,1,No,Yes,2024-05-01,4900,550,14700,4900,25050,2024-03-16,Vesterbro-Kongens Enghave
Apartment,1,1,No,Yes,2024-05-31,7500,735,22500,7500,38235,2024-03-04,Valby
Room,1,3,Yes,Yes,2024-04-14,8000,0,10000,0,18000,2021-07-17,Østerbro
Apartment,3,0,No,Yes,2024-04-03,15988,525,47964,15988,80465,2024-03-02,Vesterbro-Kongens Enghave
Apartment,3,7,Yes,Yes,2024-04-15,21000,1000,4200,0,26200,2024-03-21,Vesterbro-Kongens Enghave
Apartment,2,2,No,No,2024-04-03,8925,700,26775,17850,54250,2024-03-21,Brønshøj-Husum
Apartment,5,3,No,Not specified,2024-06-01,35000,2550,105000,0,142550,2024-03-18,Indre By
Apartment,3,4,No,Yes,2024-06-01,15000,1350,45000,0,61350,2024-03-18,Bispebjerg
Room,1,0,Yes,No,2024-04-03,5400,0,5400,5400,16200,2024-03-18,Vanløse
Apartment,2,4,No,Yes,2024-04-03,14567,980,43701,43701,102949,2024-03-18,Østerbro
Apartment,2,3,Yes,No,2024-04-01,9000,1500,27000,9000,46500,2024-03-15,Valby
Apartment,1,2,No,Yes,2024-05-31,7600,735,22800,7600,38735,2024-03-14,Valby
Apartment,3,5,No,No,2024-04-01,28995,1400,86985,28995,146375,2024-03-11,Indre By
Apartment,4,4,No,Yes,2024-04-01,22200,1000,66600,44400,134200,2024-03-11,Østerbro
Apartment,1,10,Yes,Yes,2024-05-01,9500,798,19000,0,29298,2024-03-08,Vesterbro-Kongens Enghave
Apartment,1,10,Yes,Yes,2024-04-15,10200,798,20400,0,31398,2024-03-08,Vesterbro-Kongens Enghave
Apartment,1,7,Yes,Yes,2024-06-01,9500,798,19000,0,29298,2024-03-08,Vesterbro-Kongens Enghave
Apartment,1,6,Yes,Yes,2024-06-15,9200,798,18400,0,28398,2024-03-08,Vesterbro-Kongens Enghave
Apartment,1,23,Yes,Yes,2024-04-15,9900,798,19800,0,30498,2024-03-08,Vesterbro-Kongens Enghave
Apartment,1,17,Yes,Yes,2024-05-01,10200,798,20400,0,31398,2024-03-08,Vesterbro-Kongens Enghave
Apartment,1,13,Yes,Yes,2024-05-15,9900,798,19800,0,30498,2024-03-08,Vesterbro-Kongens Enghave
Apartment,1,1,No,Yes,2024-05-15,8000,500,24000,8000,40500,2024-03-04,Valby
Apartment,2,0,No,No,2024-04-03,9600,0,20000,9600,39200,2024-02-26,Østerbro
Apartment,4,3,No,Yes,2024-05-31,17500,1000,52500,17500,88500,2024-02-20,Vesterbro-Kongens Enghave
Apartment,4,1,No,No,2024-04-01,22500,1200,67500,22500,113700,2024-02-19,Indre By
Apartment,3,2,No,No,2024-04-01,22000,1150,66000,22000,111150,2024-02-19,Indre By
Apartment,5,5,Yes,Yes,2024-04-03,25000,3000,25000,25000,78000,2023-12-10,Nørrebro
Apartment,1,3,No,No,2024-04-03,9100,400,27300,9100,45900,2024-02-13,Vesterbro-Kongens Enghave
Apartment,5,5,No,No,2024-04-03,36000,1800,108000,,145800,2024-02-07,Nørrebro
Apartment,4,6,Yes,No,2024-04-03,40000,1300,120000,,161300,2024-02-07,Østerbro
Apartment,1,2,No,Yes,2024-04-03,7600,735,22800,7600,38735,2024-02-07,Valby
Apartment,6,4,No,Yes,2024-04-01,38200,2300,114600,38200,193300,2024-01-29,Indre By
Apartment,4,1,No,Yes,2024-05-01,17999,1000,35998,17999,72996,2024-01-28,Valby
Apartment,3,1,No,No,2024-04-03,20000,1000,60000,20000,101000,2024-01-29,Nørrebro
Apartment,4,3,No,Yes,2024-04-30,17200,1200,51600,17200,87200,2024-01-24,Valby
Apartment,4,0,No,No,2024-04-01,22500,1200,67500,22500,113700,2024-01-21,Indre By
Apartment,3,2,No,Yes,2024-04-30,17200,800,51600,17200,86800,2024-01-19,Nørrebro
Apartment,5,5,No,No,2024-04-03,22250,2400,66750,22250,113650,2024-01-24,Vesterbro-Kongens Enghave
Room,1,3,Yes,No,2024-04-03,5800,200,5800,0,11800,2024-01-24,Vesterbro-Kongens Enghave
Apartment,4,3,No,Yes,2024-04-03,17700,1100,53100,17700,89600,2024-01-24,Valby
Apartment,4,4,No,No,2024-04-03,20800,1590,62400,0,84790,2024-01-10,Østerbro
Apartment,2,0,No,Yes,2024-04-03,12000,750,24000,12000,48750,2024-01-07,Østerbro
Apartment,3,3,No,Yes,2024-04-03,12700,700,38100,12700,64200,2024-01-03,Bispebjerg
Apartment,2,6,Yes,Yes,2024-04-03,16900,500,16900,0,34300,2023-12-19,Indre By
Apartment,3,6,No,Yes,2024-04-01,17500,880,52500,17500,88380,2024-03-18,Valby
Apartment,4,4,No,Yes,2024-04-01,21000,1500,42000,21000,85500,2024-03-05,Vesterbro-Kongens Enghave
Apartment,3,5,Yes,Yes,2024-05-01,29000,1030,87000,0,117030,2024-03-05,Østerbro
Apartment,3,2,Yes,No,2024-04-01,8700,0,8700,0,17400,2024-03-02,Bispebjerg
Apartment,3,2,Yes,Not specified,2024-04-01,8700,0,8700,0,17400,2024-03-02,Bispebjerg
Room,1,1,No,No,2024-04-01,6200,0,13000,0,19200,2024-02-27,Indre By
Apartment,3,2,Yes,No,2024-05-01,10900,500,32700,,44100,2024-02-27,Vesterbro-Kongens Enghave
Apartment,3,6,No,Yes,2024-04-03,15400,1000,46200,15400,78000,2024-02-27,Indre By
Apartment,3,6,No,No,2024-04-03,22500,,67500,0,90000,2024-02-15,Vesterbro-Kongens Enghave
Room,1,1,No,No,2024-04-03,4030,0,12090,0,16120,2024-02-15,Brønshøj-Husum
Apartment,2,2,Yes,Yes,2024-04-03,14162,500,42487,0,57150,2024-02-09,Bispebjerg
Apartment,3,2,No,Yes,2024-04-03,17462,500,52387,0,70350,2024-02-09,Bispebjerg
Room,1,2,Yes,Yes,2024-04-03,5000,0,5000,5000,15000,2024-01-12,Østerbro
Apartment,5,4,No,Yes,2024-04-03,18495,850,55485,18495,93325,2024-01-09,Vanløse
Apartment,5,2,No,Yes,2024-04-15,22845,650,68535,22845,114875,2024-01-09,Vesterbro-Kongens Enghave
Apartment,3,2,Yes,No,2024-04-03,21000,0,63000,0,84000,2023-12-13,Indre By
Apartment,3,0,Yes,No,2024-04-03,15000,0,30000,15000,60000,2023-12-13,Nørrebro
Apartment,2,2,Yes,No,2024-04-03,14500,1000,43500,14500,73500,2023-12-11,Indre By
Apartment,4,3,Yes,Yes,2024-05-01,20500,1400,61500,0,83400,2023-12-12,Valby
Apartment,1,6,No,Yes,2024-04-03,9100,690,27300,9100,46190,2023-11-27,Østerbro
Apartment,1,6,No,No,2024-04-03,8250,400,24750,8250,41650,2023-11-27,Vesterbro-Kongens Enghave
Room,1,4,No,Yes,2024-04-03,5900,0,17700,11800,35400,2023-11-01,Brønshøj-Husum
Apartment,2,5,Yes,Yes,2024-04-03,19000,1800,19000,0,39800,2023-10-17,Indre By
Apartment,3,2,Yes,Not specified,2024-05-01,18000,650,54000,,72650,2023-12-06,Indre By
Room,1,4,No,Yes,2024-04-03,7800,0,15000,0,22800,2023-12-06,Vesterbro-Kongens Enghave
Room,1,0,No,No,2024-04-03,5000,500,5000,5000,15500,2023-12-06,Brønshøj-Husum
Apartment,1,3,No,No,2024-04-03,6945,500,20835,6945,35225,2023-12-06,Bispebjerg
Apartment,6,3,No,Not specified,2024-04-03,55000,,165000,165000,385000,2023-10-30,Indre By
Apartment,2,3,Yes,No,2024-04-03,13000,1000,39000,39000,92000,2023-10-21,Østerbro
Apartment,1,6,No,No,2024-04-03,8250,300,24750,8250,41550,2023-11-09,Vesterbro-Kongens Enghave
Apartment,3,3,Yes,Not specified,2024-04-01,23000,500,69000,,92500,2023-10-20,Indre By
Apartment,1,6,No,Yes,2024-04-03,7900,735,23700,7900,40235,2023-11-08,Valby
Apartment,2,0,No,No,2024-04-03,15500,345,46500,46500,108845,2023-11-08,Østerbro
Apartment,3,6,Yes,No,2024-04-03,17000,0,17000,0,34000,2023-12-06,Vesterbro-Kongens Enghave
Apartment,3,2,Yes,No,2024-06-01,17000,1100,34000,,52100,2023-12-05,Indre By
Apartment,3,4,Yes,Not specified,2024-04-15,21500,,64500,,86000,2023-12-07,Indre By
Room,1,4,Yes,Yes,2024-04-03,7700,0,20000,7700,35400,2023-10-17,Vesterbro-Kongens Enghave
Room,1,2,Yes,No,2024-04-03,7000,0,21000,0,28000,2023-10-09,Indre By
Room,1,1,Yes,No,2024-04-03,4500,0,0,4500,9000,2023-10-09,Brønshøj-Husum
Apartment,2,3,No,No,2024-04-03,12700,1100,38100,12700,64600,2024-03-18,Valby
Apartment,2,2,No,Yes,2024-03-31,16600,1000,49800,16600,84000,2023-10-27,Amager Vest
Apartment,6,4,No,No,2024-04-01,38200,2850,114600,38200,193850,2023-10-09,Indre By
Apartment,1,1,Yes,No,2024-06-30,7750,400,23250,7750,39150,2024-02-05,Vesterbro-Kongens Enghave
Apartment,1,1,No,Yes,2024-04-01,8000,500,24000,8000,40500,2024-03-14,Valby
Apartment,3,2,No,Yes,2024-04-03,25000,1150,75000,,101150,2023-12-01,Indre By
Room,1,-1,No,No,2024-04-03,7000,0,14000,0,21000,2023-12-07,Østerbro
Room,1,5,Yes,No,2024-04-03,4000,0,8000,4000,16000,2023-09-26,Østerbro
Apartment,4,5,No,Not specified,2024-04-03,22000,,66000,,88000,2023-10-16,Østerbro
Room,1,4,Yes,Yes,2024-04-03,5500,625,11000,5500,22625,2023-12-05,Vesterbro-Kongens Enghave
Apartment,1,14,Yes,Yes,2024-04-15,9900,798,19800,0,30498,2023-12-05,Vesterbro-Kongens Enghave
Apartment,5,1,Yes,Yes,2024-04-03,32000,500,64000,0,96500,2023-12-05,Indre By
Apartment,3,4,Yes,No,2024-04-03,26000,500,52000,0,78500,2023-12-05,Indre By
Townhouse,4,0,Yes,Yes,2024-04-03,32000,500,54000,0,86500,2023-12-05,Vesterbro-Kongens Enghave
Apartment,2,2,Yes,No,2024-04-03,17000,500,2,0,17502,2023-12-05,Indre By
Apartment,3,1,Yes,No,2024-04-03,26500,500,53000,0,80000,2023-12-05,Indre By
Apartment,3,4,No,Yes,2024-04-03,40000,1600,120000,,161600,2023-10-11,Indre By
Apartment,1,2,No,Yes,2024-04-03,7600,600,22800,7600,38600,2023-10-11,Valby
Apartment,4,2,No,No,2024-04-03,27000,1500,81000,,109500,2023-10-10,Indre By
Apartment,3,3,No,Not specified,2024-04-03,16675,,50025,16675,83375,2023-12-04,Østerbro
Apartment,3,2,No,Not specified,2024-04-03,17006,,51018,17006,85030,2023-12-04,Østerbro
Apartment,3,0,No,No,2024-04-03,22500,1100,67500,0,91100,2023-12-05,Indre By
Apartment,3,1,Yes,Yes,2024-04-03,17500,0,17500,0,35000,2023-12-05,Indre By
Apartment,1,2,No,No,2024-04-03,7495,400,22485,7495,37875,2023-11-23,Vanløse
Apartment,4,1,No,No,2024-04-03,19900,2500,59700,19900,102000,2023-10-02,Indre By
Apartment,2,12,Yes,Yes,2024-07-01,14850,948,29700,0,45498,2023-12-05,Vesterbro-Kongens Enghave
Room,1,3,Yes,No,2024-04-03,5500,0,5500,0,11000,2023-09-29,Valby
Apartment,4,4,No,Not specified,2024-04-01,31000,,93000,,124000,2023-09-20,Indre By
Apartment,4,5,No,Yes,2024-06-30,20750,1400,62250,20750,105150,2023-11-28,Vesterbro-Kongens Enghave
Room,1,3,Yes,No,2024-04-01,6500,500,6500,6500,20000,2023-11-27,Vesterbro-Kongens Enghave
Apartment,1,20,Yes,Yes,2024-04-15,10250,798,20500,0,31548,2023-11-23,Vesterbro-Kongens Enghave
Apartment,1,21,Yes,Yes,2024-04-15,9900,798,19800,0,30498,2023-11-24,Vesterbro-Kongens Enghave
Apartment,5,1,No,Yes,2024-04-03,18950,900,56850,18950,95650,2023-10-25,Vanløse
Apartment,1,3,No,No,2024-04-03,8000,550,24000,8000,40550,2023-10-24,Vesterbro-Kongens Enghave
Apartment,4,4,No,No,2024-04-03,33300,1195,99900,33300,167695,2023-10-23,Indre By
Room,1,1,No,No,2024-04-03,5000,300,15000,5000,25300,2023-11-10,Østerbro
Apartment,1,5,No,Yes,2024-04-03,10500,750,31500,10500,53250,2023-08-24,Valby
Apartment,1,3,No,Yes,2024-04-03,6945,500,20835,6945,35225,2023-12-15,Bispebjerg
Apartment,2,3,Yes,Yes,2024-04-03,15000,1000,45000,15000,76000,2023-12-15,Vesterbro-Kongens Enghave
Apartment,1,1,No,No,2024-04-01,7450,800,22350,7450,38050,2023-12-15,Brønshøj-Husum
Apartment,2,2,No,No,2024-04-01,25000,2000,75000,25000,127000,2023-12-14,Indre By
Apartment,4,2,No,Yes,2024-04-03,17500,1500,17500,17500,54000,2023-12-14,Valby
Apartment,3,5,Yes,Yes,2024-04-03,26000,1500,78000,,105500,2023-08-11,Indre By
Apartment,4,2,No,Yes,2024-04-03,35000,1500,105000,70000,211500,2023-08-11,Indre By
Apartment,4,2,No,No,2024-04-03,35000,1500,105000,70000,211500,2023-08-11,Indre By
Apartment,4,4,No,Yes,2024-04-03,30000,1500,90000,60000,181500,2023-08-11,Indre By
Apartment,6,0,No,Yes,2024-04-03,19900,1500,59700,19900,101000,2023-08-11,Valby
Apartment,4,2,No,Yes,2024-04-03,30000,1500,90000,60000,181500,2023-08-10,Indre By
House,5,0,No,Yes,2024-04-03,22000,3500,66000,66000,157500,2023-08-10,Vanløse
Apartment,6,5,No,Yes,2024-04-03,35000,1500,105000,,141500,2023-10-03,Vesterbro-Kongens Enghave
Apartment,2,4,Yes,Not specified,2024-04-01,28000,1500,84000,,113500,2023-08-10,Indre By
